CodPer,CodPro,Costo,Precio,Cantidad,CodTra,NoTra,SubTotal,Descuento,IVA,Total,fkCodPerRec,fkCodPerEnt,CodDet,Cantidad,Precio,SubtotalPro,fkCodTra,fkCodPro
32,10,11.00,16.00,5,155,155,24,0,0,24,32,33,724,5,18.00,18,155,10
32,16,13.00,19.00,3,155,155,24,0,0,24,32,33,641,4,9.00,9,155,16
32,19,14.00,21.00,3,155,155,24,0,0,24,32,33,283,5,7.00,7,155,19
32,19,14.00,21.00,3,155,155,24,0,0,24,32,33,1094,3,7.00,7,155,19
32,22,6.00,9.00,3,155,155,24,0,0,24,32,33,748,5,18.00,18,155,22
36,6,11.00,16.00,4,156,156,23,0,0,23,36,33,954,2,10.00,10,156,6
36,24,13.00,19.00,5,156,156,23,0,0,23,36,33,239,4,12.00,12,156,24
36,6,11.00,16.00,4,157,157,7,0,0,7,36,36,166,5,10.00,10,157,6
36,7,9.00,13.00,1,157,157,7,0,0,7,36,36,1088,5,9.00,9,157,7
36,8,12.00,18.00,2,157,157,7,0,0,7,36,36,92,3,19.00,19,157,8
36,10,11.00,16.00,5,157,157,7,0,0,7,36,36,1155,2,18.00,18,157,10
36,16,13.00,19.00,3,157,157,7,0,0,7,36,36,1013,3,9.00,9,157,16
36,17,14.00,21.00,3,157,157,7,0,0,7,36,36,593,4,21.00,21,157,17
36,20,6.00,9.00,2,157,157,7,0,0,7,36,36,542,5,10.00,10,157,20
36,23,5.00,7.00,3,157,157,7,0,0,7,36,36,489,3,13.00,13,157,23
36,7,9.00,13.00,1,158,158,24,0,0,24,36,36,61,1,9.00,9,158,7
36,9,12.00,18.00,1,158,158,24,0,0,24,36,36,1026,3,13.00,13,158,9
36,15,15.00,22.00,4,158,158,24,0,0,24,36,36,260,4,15.00,15,158,15
36,17,14.00,21.00,3,158,158,24,0,0,24,36,36,555,2,21.00,21,158,17
36,21,11.00,16.00,3,158,158,24,0,0,24,36,36,187,1,9.00,9,158,21
36,24,13.00,19.00,5,158,158,24,0,0,24,36,36,1073,4,12.00,12,158,24
36,25,11.00,16.00,5,158,158,24,0,0,24,36,36,569,5,22.00,22,158,25
33,7,9.00,13.00,1,159,159,32,0,0,32,33,34,880,5,9.00,9,159,7
33,10,11.00,16.00,5,159,159,32,0,0,32,33,34,483,2,18.00,18,159,10
33,17,14.00,21.00,3,159,159,32,0,0,32,33,34,554,5,21.00,21,159,17
33,20,6.00,9.00,2,159,159,32,0,0,32,33,34,766,3,10.00,10,159,20
33,25,11.00,16.00,5,159,159,32,0,0,32,33,34,848,2,22.00,22,159,25
33,28,10.00,15.00,5,159,159,32,0,0,32,33,34,356,2,21.00,21,159,28
34,2,5.00,7.00,3,160,160,16,0,0,16,34,34,867,5,15.00,15,160,2
34,12,6.00,9.00,1,160,160,16,0,0,16,34,34,512,5,15.00,15,160,12
34,22,6.00,9.00,3,160,160,16,0,0,16,34,34,335,1,18.00,18,160,22
34,24,13.00,19.00,5,160,160,16,0,0,16,34,34,285,2,12.00,12,160,24
34,25,11.00,16.00,5,160,160,16,0,0,16,34,34,834,4,22.00,22,160,25
34,28,10.00,15.00,5,160,160,16,0,0,16,34,34,468,2,21.00,21,160,28
34,2,5.00,7.00,3,161,161,12,0,0,12,34,31,362,3,15.00,15,161,2
34,6,11.00,16.00,4,161,161,12,0,0,12,34,31,1181,3,10.00,10,161,6
34,12,6.00,9.00,1,161,161,12,0,0,12,34,31,736,1,15.00,15,161,12
34,14,15.00,22.00,1,161,161,12,0,0,12,34,31,534,5,13.00,13,161,14
34,20,6.00,9.00,2,161,161,12,0,0,12,34,31,221,2,10.00,10,161,20
34,20,6.00,9.00,2,161,161,12,0,0,12,34,31,1028,5,10.00,10,161,20
34,28,10.00,15.00,5,161,161,12,0,0,12,34,31,33,2,21.00,21,161,28
34,8,12.00,18.00,2,162,162,14,0,0,14,34,35,248,3,19.00,19,162,8
34,11,5.00,7.00,3,162,162,14,0,0,14,34,35,253,1,22.00,22,162,11
34,15,15.00,22.00,4,162,162,14,0,0,14,34,35,700,1,15.00,15,162,15
34,15,15.00,22.00,4,162,162,14,0,0,14,34,35,1060,3,15.00,15,162,15
34,21,11.00,16.00,3,162,162,14,0,0,14,34,35,541,3,9.00,9,162,21
34,23,5.00,7.00,3,162,162,14,0,0,14,34,35,548,2,13.00,13,162,23
34,26,15.00,22.00,5,162,162,14,0,0,14,34,35,986,2,7.00,7,162,26
34,30,13.00,19.00,5,162,162,14,0,0,14,34,35,211,2,15.00,15,162,30
34,30,13.00,19.00,5,162,162,14,0,0,14,34,35,224,5,15.00,15,162,30
32,3,5.00,7.00,2,163,163,24,0,0,24,32,33,462,2,15.00,15,163,3
32,8,12.00,18.00,2,163,163,24,0,0,24,32,33,778,4,19.00,19,163,8
32,12,6.00,9.00,1,163,163,24,0,0,24,32,33,660,3,15.00,15,163,12
32,14,15.00,22.00,1,163,163,24,0,0,24,32,33,1065,3,13.00,13,163,14
32,20,6.00,9.00,2,163,163,24,0,0,24,32,33,866,3,10.00,10,163,20
32,25,11.00,16.00,5,163,163,24,0,0,24,32,33,498,5,22.00,22,163,25
33,4,7.00,10.00,2,164,164,48,0,0,48,33,36,688,1,9.00,9,164,4
33,6,11.00,16.00,4,164,164,48,0,0,48,33,36,676,2,10.00,10,164,6
33,6,11.00,16.00,4,164,164,48,0,0,48,33,36,1076,2,10.00,10,164,6
33,7,9.00,13.00,1,164,164,48,0,0,48,33,36,528,4,9.00,9,164,7
33,13,14.00,21.00,2,164,164,48,0,0,48,33,36,343,4,12.00,12,164,13
33,15,15.00,22.00,4,164,164,48,0,0,48,33,36,973,3,15.00,15,164,15
33,15,15.00,22.00,4,164,164,48,0,0,48,33,36,977,5,15.00,15,164,15
33,18,14.00,21.00,1,164,164,48,0,0,48,33,36,199,2,10.00,10,164,18
33,28,10.00,15.00,5,164,164,48,0,0,48,33,36,86,3,21.00,21,164,28
33,3,5.00,7.00,2,165,165,23,0,0,23,33,32,794,5,15.00,15,165,3
33,4,7.00,10.00,2,165,165,23,0,0,23,33,32,332,4,9.00,9,165,4
33,9,12.00,18.00,1,165,165,23,0,0,23,33,32,425,1,13.00,13,165,9
33,15,15.00,22.00,4,165,165,23,0,0,23,33,32,553,1,15.00,15,165,15
33,16,13.00,19.00,3,165,165,23,0,0,23,33,32,329,4,9.00,9,165,16
33,19,14.00,21.00,3,165,165,23,0,0,23,33,32,190,3,7.00,7,165,19
33,25,11.00,16.00,5,165,165,23,0,0,23,33,32,701,3,22.00,22,165,25
33,26,15.00,22.00,5,165,165,23,0,0,23,33,32,25,5,7.00,7,165,26
33,14,15.00,22.00,1,166,166,27,0,0,27,33,33,57,2,13.00,13,166,14
33,24,13.00,19.00,5,166,166,27,0,0,27,33,33,168,5,12.00,12,166,24
33,27,7.00,10.00,5,166,166,27,0,0,27,33,33,552,2,22.00,22,166,27
35,5,10.00,15.00,2,167,167,24,0,0,24,35,34,78,2,16.00,16,167,5
35,15,15.00,22.00,4,167,167,24,0,0,24,35,34,672,4,15.00,15,167,15
35,17,14.00,21.00,3,167,167,24,0,0,24,35,34,648,3,21.00,21,167,17
35,18,14.00,21.00,1,167,167,24,0,0,24,35,34,502,3,10.00,10,167,18
35,22,6.00,9.00,3,167,167,24,0,0,24,35,34,236,1,18.00,18,167,22
35,23,5.00,7.00,3,167,167,24,0,0,24,35,34,216,1,13.00,13,167,23
35,26,15.00,22.00,5,167,167,24,0,0,24,35,34,160,5,7.00,7,167,26
35,2,5.00,7.00,3,168,168,35,0,0,35,35,33,765,1,15.00,15,168,2
35,4,7.00,10.00,2,168,168,35,0,0,35,35,33,1174,5,9.00,9,168,4
35,5,10.00,15.00,2,168,168,35,0,0,35,35,33,970,5,16.00,16,168,5
35,9,12.00,18.00,1,168,168,35,0,0,35,35,33,404,4,13.00,13,168,9
35,14,15.00,22.00,1,168,168,35,0,0,35,35,33,478,3,13.00,13,168,14
35,15,15.00,22.00,4,168,168,35,0,0,35,35,33,673,5,15.00,15,168,15
35,19,14.00,21.00,3,168,168,35,0,0,35,35,33,624,4,7.00,7,168,19
35,23,5.00,7.00,3,168,168,35,0,0,35,35,33,680,5,13.00,13,168,23
35,23,5.00,7.00,3,168,168,35,0,0,35,35,33,1126,1,13.00,13,168,23
33,1,1.00,1.20,1,169,169,22,0,0,22,33,35,426,4,1.20,1,169,1
33,6,11.00,16.00,4,169,169,22,0,0,22,33,35,450,4,10.00,10,169,6
33,11,5.00,7.00,3,169,169,22,0,0,22,33,35,46,1,22.00,22,169,11
33,11,5.00,7.00,3,169,169,22,0,0,22,33,35,1012,2,22.00,22,169,11
33,22,6.00,9.00,3,169,169,22,0,0,22,33,35,743,1,18.00,18,169,22
33,27,7.00,10.00,5,169,169,22,0,0,22,33,35,156,4,22.00,22,169,27
33,28,10.00,15.00,5,169,169,22,0,0,22,33,35,694,4,21.00,21,169,28
33,28,10.00,15.00,5,169,169,22,0,0,22,33,35,787,2,21.00,21,169,28
33,30,13.00,19.00,5,169,169,22,0,0,22,33,35,987,3,15.00,15,169,30
34,12,6.00,9.00,1,170,170,39,0,0,39,34,33,21,2,15.00,15,170,12
34,27,7.00,10.00,5,170,170,39,0,0,39,34,33,1089,5,22.00,22,170,27
32,1,1.00,1.20,1,171,171,50,0,0,50,32,35,1200,5,1.20,1,171,1
32,5,10.00,15.00,2,171,171,50,0,0,50,32,35,193,4,16.00,16,171,5
32,7,9.00,13.00,1,171,171,50,0,0,50,32,35,935,3,9.00,9,171,7
32,12,6.00,9.00,1,171,171,50,0,0,50,32,35,183,3,15.00,15,171,12
32,21,11.00,16.00,3,171,171,50,0,0,50,32,35,584,3,9.00,9,171,21
32,30,13.00,19.00,5,171,171,50,0,0,50,32,35,803,3,15.00,15,171,30
35,4,7.00,10.00,2,172,172,46,0,0,46,35,32,1132,4,9.00,9,172,4
35,8,12.00,18.00,2,172,172,46,0,0,46,35,32,336,3,19.00,19,172,8
35,8,12.00,18.00,2,172,172,46,0,0,46,35,32,685,2,19.00,19,172,8
35,19,14.00,21.00,3,172,172,46,0,0,46,35,32,505,5,7.00,7,172,19
35,19,14.00,21.00,3,172,172,46,0,0,46,35,32,619,3,7.00,7,172,19
33,7,9.00,13.00,1,173,173,28,0,0,28,33,35,340,5,9.00,9,173,7
33,20,6.00,9.00,2,173,173,28,0,0,28,33,35,11,2,10.00,10,173,20
31,6,11.00,16.00,4,174,174,45,0,0,45,31,31,147,4,10.00,10,174,6
31,12,6.00,9.00,1,174,174,45,0,0,45,31,31,1077,5,15.00,15,174,12
31,18,14.00,21.00,1,174,174,45,0,0,45,31,31,780,4,10.00,10,174,18
31,20,6.00,9.00,2,174,174,45,0,0,45,31,31,644,4,10.00,10,174,20
31,22,6.00,9.00,3,174,174,45,0,0,45,31,31,1032,2,18.00,18,174,22
33,5,10.00,15.00,2,175,175,40,0,0,40,33,34,952,3,16.00,16,175,5
33,11,5.00,7.00,3,175,175,40,0,0,40,33,34,698,5,22.00,22,175,11
33,21,11.00,16.00,3,175,175,40,0,0,40,33,34,304,1,9.00,9,175,21
33,26,15.00,22.00,5,175,175,40,0,0,40,33,34,531,4,7.00,7,175,26
33,29,12.00,18.00,2,175,175,40,0,0,40,33,34,388,1,16.00,16,175,29
33,2,5.00,7.00,3,176,176,28,0,0,28,33,36,1022,3,15.00,15,176,2
33,19,14.00,21.00,3,176,176,28,0,0,28,33,36,485,5,7.00,7,176,19
33,28,10.00,15.00,5,176,176,28,0,0,28,33,36,511,4,21.00,21,176,28
36,1,1.00,1.20,1,177,177,32,0,0,32,36,33,712,5,1.20,1,177,1
36,11,5.00,7.00,3,177,177,32,0,0,32,36,33,442,5,22.00,22,177,11
36,16,13.00,19.00,3,177,177,32,0,0,32,36,33,1122,3,9.00,9,177,16
36,17,14.00,21.00,3,177,177,32,0,0,32,36,33,103,4,21.00,21,177,17
36,22,6.00,9.00,3,177,177,32,0,0,32,36,33,838,4,18.00,18,177,22
36,28,10.00,15.00,5,177,177,32,0,0,32,36,33,369,1,21.00,21,177,28
36,7,9.00,13.00,1,178,178,39,0,0,39,36,31,755,3,9.00,9,178,7
36,7,9.00,13.00,1,178,178,39,0,0,39,36,31,1105,1,9.00,9,178,7
36,14,15.00,22.00,1,178,178,39,0,0,39,36,31,9,4,13.00,13,178,14
36,19,14.00,21.00,3,178,178,39,0,0,39,36,31,1153,4,7.00,7,178,19
36,3,5.00,7.00,2,179,179,48,0,0,48,36,36,251,4,15.00,15,179,3
36,12,6.00,9.00,1,179,179,48,0,0,48,36,36,361,3,15.00,15,179,12
36,23,5.00,7.00,3,179,179,48,0,0,48,36,36,310,1,13.00,13,179,23
31,4,7.00,10.00,2,180,180,33,0,0,33,31,35,557,3,9.00,9,180,4
31,5,10.00,15.00,2,180,180,33,0,0,33,31,35,1072,1,16.00,16,180,5
31,6,11.00,16.00,4,180,180,33,0,0,33,31,35,76,5,10.00,10,180,6
31,15,15.00,22.00,4,180,180,33,0,0,33,31,35,93,1,15.00,15,180,15
31,18,14.00,21.00,1,180,180,33,0,0,33,31,35,1196,5,10.00,10,180,18
31,20,6.00,9.00,2,180,180,33,0,0,33,31,35,919,2,10.00,10,180,20
31,26,15.00,22.00,5,180,180,33,0,0,33,31,35,929,5,7.00,7,180,26
31,8,12.00,18.00,2,181,181,15,0,0,15,31,34,734,5,19.00,19,181,8
31,12,6.00,9.00,1,181,181,15,0,0,15,31,34,1004,4,15.00,15,181,12
31,14,15.00,22.00,1,181,181,15,0,0,15,31,34,628,4,13.00,13,181,14
31,16,13.00,19.00,3,181,181,15,0,0,15,31,34,292,5,9.00,9,181,16
31,19,14.00,21.00,3,181,181,15,0,0,15,31,34,429,5,7.00,7,181,19
31,22,6.00,9.00,3,181,181,15,0,0,15,31,34,376,2,18.00,18,181,22
31,23,5.00,7.00,3,181,181,15,0,0,15,31,34,725,2,13.00,13,181,23
31,30,13.00,19.00,5,181,181,15,0,0,15,31,34,882,3,15.00,15,181,30
31,4,7.00,10.00,2,182,182,31,0,0,31,31,32,806,2,9.00,9,182,4
31,18,14.00,21.00,1,182,182,31,0,0,31,31,32,436,4,10.00,10,182,18
35,4,7.00,10.00,2,183,183,24,0,0,24,35,31,1183,3,9.00,9,183,4
35,18,14.00,21.00,1,183,183,24,0,0,24,35,31,979,1,10.00,10,183,18
35,25,11.00,16.00,5,183,183,24,0,0,24,35,31,449,1,22.00,22,183,25
35,27,7.00,10.00,5,183,183,24,0,0,24,35,31,781,4,22.00,22,183,27
34,5,10.00,15.00,2,184,184,38,0,0,38,34,35,710,2,16.00,16,184,5
34,10,11.00,16.00,5,184,184,38,0,0,38,34,35,1146,1,18.00,18,184,10
34,16,13.00,19.00,3,184,184,38,0,0,38,34,35,1044,3,9.00,9,184,16
34,21,11.00,16.00,3,184,184,38,0,0,38,34,35,413,5,9.00,9,184,21
34,25,11.00,16.00,5,184,184,38,0,0,38,34,35,807,4,22.00,22,184,25
35,6,11.00,16.00,4,185,185,44,0,0,44,35,34,674,1,10.00,10,185,6
35,8,12.00,18.00,2,185,185,44,0,0,44,35,34,152,5,19.00,19,185,8
35,8,12.00,18.00,2,185,185,44,0,0,44,35,34,1128,5,19.00,19,185,8
35,9,12.00,18.00,1,185,185,44,0,0,44,35,34,209,1,13.00,13,185,9
35,13,14.00,21.00,2,185,185,44,0,0,44,35,34,305,3,12.00,12,185,13
35,18,14.00,21.00,1,185,185,44,0,0,44,35,34,159,3,10.00,10,185,18
35,27,7.00,10.00,5,185,185,44,0,0,44,35,34,1136,4,22.00,22,185,27
33,1,1.00,1.20,1,186,186,50,0,0,50,33,31,145,4,1.20,1,186,1
33,2,5.00,7.00,3,186,186,50,0,0,50,33,31,714,2,15.00,15,186,2
33,7,9.00,13.00,1,186,186,50,0,0,50,33,31,664,3,9.00,9,186,7
33,7,9.00,13.00,1,186,186,50,0,0,50,33,31,1091,1,9.00,9,186,7
33,10,11.00,16.00,5,186,186,50,0,0,50,33,31,966,3,18.00,18,186,10
33,11,5.00,7.00,3,186,186,50,0,0,50,33,31,222,1,22.00,22,186,11
33,26,15.00,22.00,5,186,186,50,0,0,50,33,31,604,3,7.00,7,186,26
34,6,11.00,16.00,4,187,187,25,0,0,25,34,33,470,2,10.00,10,187,6
34,7,9.00,13.00,1,187,187,25,0,0,25,34,33,129,3,9.00,9,187,7
34,15,15.00,22.00,4,187,187,25,0,0,25,34,33,599,2,15.00,15,187,15
34,18,14.00,21.00,1,187,187,25,0,0,25,34,33,480,5,10.00,10,187,18
34,25,11.00,16.00,5,187,187,25,0,0,25,34,33,473,5,22.00,22,187,25
34,28,10.00,15.00,5,187,187,25,0,0,25,34,33,616,2,21.00,21,187,28
35,3,5.00,7.00,2,188,188,28,0,0,28,35,36,313,1,15.00,15,188,3
35,5,10.00,15.00,2,188,188,28,0,0,28,35,36,1165,3,16.00,16,188,5
35,6,11.00,16.00,4,188,188,28,0,0,28,35,36,503,3,10.00,10,188,6
35,13,14.00,21.00,2,188,188,28,0,0,28,35,36,1069,2,12.00,12,188,13
35,13,14.00,21.00,2,188,188,28,0,0,28,35,36,1116,3,12.00,12,188,13
35,15,15.00,22.00,4,188,188,28,0,0,28,35,36,167,2,15.00,15,188,15
35,28,10.00,15.00,5,188,188,28,0,0,28,35,36,350,1,21.00,21,188,28
35,3,5.00,7.00,2,189,189,32,0,0,32,35,34,634,1,15.00,15,189,3
35,6,11.00,16.00,4,189,189,32,0,0,32,35,34,818,1,10.00,10,189,6
35,28,10.00,15.00,5,189,189,32,0,0,32,35,34,312,3,21.00,21,189,28
35,2,5.00,7.00,3,190,190,21,0,0,21,35,31,635,3,15.00,15,190,2
35,5,10.00,15.00,2,190,190,21,0,0,21,35,31,424,4,16.00,16,190,5
35,9,12.00,18.00,1,190,190,21,0,0,21,35,31,995,4,13.00,13,190,9
35,12,6.00,9.00,1,190,190,21,0,0,21,35,31,62,3,15.00,15,190,12
35,15,15.00,22.00,4,190,190,21,0,0,21,35,31,1169,5,15.00,15,190,15
35,18,14.00,21.00,1,190,190,21,0,0,21,35,31,176,1,10.00,10,190,18
35,26,15.00,22.00,5,190,190,21,0,0,21,35,31,41,3,7.00,7,190,26
34,2,5.00,7.00,3,191,191,29,0,0,29,34,34,1024,2,15.00,15,191,2
34,8,12.00,18.00,2,191,191,29,0,0,29,34,34,63,4,19.00,19,191,8
34,18,14.00,21.00,1,191,191,29,0,0,29,34,34,466,4,10.00,10,191,18
34,18,14.00,21.00,1,191,191,29,0,0,29,34,34,957,5,10.00,10,191,18
34,1,1.00,1.20,1,192,192,31,0,0,31,34,36,1149,1,1.20,1,192,1
34,18,14.00,21.00,1,192,192,31,0,0,31,34,36,600,5,10.00,10,192,18
34,23,5.00,7.00,3,192,192,31,0,0,31,34,36,1194,1,13.00,13,192,23
34,26,15.00,22.00,5,192,192,31,0,0,31,34,36,162,2,7.00,7,192,26
34,27,7.00,10.00,5,192,192,31,0,0,31,34,36,418,5,22.00,22,192,27
31,8,12.00,18.00,2,193,193,30,0,0,30,31,33,815,1,19.00,19,193,8
31,22,6.00,9.00,3,193,193,30,0,0,30,31,33,754,3,18.00,18,193,22
31,30,13.00,19.00,5,193,193,30,0,0,30,31,33,944,5,15.00,15,193,30
31,3,5.00,7.00,2,194,194,47,0,0,47,31,31,281,1,15.00,15,194,3
31,5,10.00,15.00,2,194,194,47,0,0,47,31,31,44,3,16.00,16,194,5
31,13,14.00,21.00,2,194,194,47,0,0,47,31,31,978,4,12.00,12,194,13
31,14,15.00,22.00,1,194,194,47,0,0,47,31,31,155,5,13.00,13,194,14
31,14,15.00,22.00,1,194,194,47,0,0,47,31,31,504,1,13.00,13,194,14
31,19,14.00,21.00,3,194,194,47,0,0,47,31,31,760,1,7.00,7,194,19
31,28,10.00,15.00,5,194,194,47,0,0,47,31,31,612,1,21.00,21,194,28
31,29,12.00,18.00,2,194,194,47,0,0,47,31,31,1098,4,16.00,16,194,29
35,9,12.00,18.00,1,195,195,25,0,0,25,35,34,18,5,13.00,13,195,9
35,17,14.00,21.00,3,195,195,25,0,0,25,35,34,102,5,21.00,21,195,17
35,24,13.00,19.00,5,195,195,25,0,0,25,35,34,853,5,12.00,12,195,24
32,4,7.00,10.00,2,196,196,39,0,0,39,32,33,1058,4,9.00,9,196,4
32,6,11.00,16.00,4,196,196,39,0,0,39,32,33,627,5,10.00,10,196,6
32,10,11.00,16.00,5,196,196,39,0,0,39,32,33,689,3,18.00,18,196,10
32,15,15.00,22.00,4,196,196,39,0,0,39,32,33,559,3,15.00,15,196,15
32,16,13.00,19.00,3,196,196,39,0,0,39,32,33,205,2,9.00,9,196,16
32,22,6.00,9.00,3,196,196,39,0,0,39,32,33,298,1,18.00,18,196,22
32,22,6.00,9.00,3,196,196,39,0,0,39,32,33,437,4,18.00,18,196,22
32,28,10.00,15.00,5,196,196,39,0,0,39,32,33,201,2,21.00,21,196,28
34,4,7.00,10.00,2,197,197,41,0,0,41,34,34,1041,2,9.00,9,197,4
34,7,9.00,13.00,1,197,197,41,0,0,41,34,34,341,2,9.00,9,197,7
34,14,15.00,22.00,1,197,197,41,0,0,41,34,34,573,5,13.00,13,197,14
34,19,14.00,21.00,3,197,197,41,0,0,41,34,34,1117,1,7.00,7,197,19
34,20,6.00,9.00,2,197,197,41,0,0,41,34,34,422,5,10.00,10,197,20
34,25,11.00,16.00,5,197,197,41,0,0,41,34,34,895,5,22.00,22,197,25
34,28,10.00,15.00,5,197,197,41,0,0,41,34,34,1053,4,21.00,21,197,28
33,3,5.00,7.00,2,198,198,28,0,0,28,33,36,345,4,15.00,15,198,3
33,30,13.00,19.00,5,198,198,28,0,0,28,33,36,530,3,15.00,15,198,30
33,30,13.00,19.00,5,198,198,28,0,0,28,33,36,805,5,15.00,15,198,30
33,30,13.00,19.00,5,198,198,28,0,0,28,33,36,1057,3,15.00,15,198,30
36,2,5.00,7.00,3,199,199,7,0,0,7,36,32,1074,4,15.00,15,199,2
36,16,13.00,19.00,3,199,199,7,0,0,7,36,32,615,3,9.00,9,199,16
36,20,6.00,9.00,2,199,199,7,0,0,7,36,32,407,5,10.00,10,199,20
36,21,11.00,16.00,3,199,199,7,0,0,7,36,32,516,1,9.00,9,199,21
36,22,6.00,9.00,3,199,199,7,0,0,7,36,32,591,5,18.00,18,199,22
36,27,7.00,10.00,5,199,199,7,0,0,7,36,32,964,2,22.00,22,199,27
36,28,10.00,15.00,5,199,199,7,0,0,7,36,32,865,5,21.00,21,199,28
35,1,1.00,1.20,1,200,200,45,0,0,45,35,34,23,5,1.20,1,200,1
35,2,5.00,7.00,3,200,200,45,0,0,45,35,34,639,2,15.00,15,200,2
35,9,12.00,18.00,1,200,200,45,0,0,45,35,34,54,5,13.00,13,200,9
35,26,15.00,22.00,5,200,200,45,0,0,45,35,34,286,5,7.00,7,200,26
35,27,7.00,10.00,5,200,200,45,0,0,45,35,34,921,5,22.00,22,200,27
35,30,13.00,19.00,5,200,200,45,0,0,45,35,34,96,4,15.00,15,200,30
